AU_ID,Rowid,Year,Figure,Breakdown,Dissaggregation,Indicator,Outcome,Measure,Source,Yearlab
4223,6688,2017,32750,"Professional, scientific and technical activities",Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2017
4224,6689,2005,NA,Real estate activities,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2005
4225,6690,2006,NA,Real estate activities,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2006
4226,6691,2007,NA,Real estate activities,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2007
4227,6692,2008,4540,Real estate activities,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2008
4228,6693,2009,4610,Real estate activities,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2009
4229,6694,2010,4655,Real estate activities,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2010
4230,6695,2011,4590,Real estate activities,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2011
4231,6696,2012,4740,Real estate activities,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2012
4232,6697,2013,4870,Real estate activities,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2013
4233,6698,2014,5140,Real estate activities,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2014
4234,6699,2015,5295,Real estate activities,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2015
4235,6700,2016,5420,Real estate activities,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2016
4236,6701,2017,5460,Real estate activities,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2017
4237,6702,2005,NA,Transportation and storage ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2005
4238,6703,2006,NA,Transportation and storage ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2006
4239,6704,2007,NA,Transportation and storage ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2007
4240,6705,2008,5355,Transportation and storage ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2008
4241,6706,2009,5335,Transportation and storage ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2009
4242,6707,2010,5200,Transportation and storage ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2010
4243,6708,2011,5045,Transportation and storage ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2011
4244,6709,2012,5025,Transportation and storage ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2012
4245,6710,2013,4830,Transportation and storage ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2013
4246,6711,2014,5075,Transportation and storage ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2014
4247,6712,2015,5165,Transportation and storage ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2015
4248,6713,2016,5455,Transportation and storage ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2016
4249,6714,2017,5810,Transportation and storage ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2017
4250,6715,2005,NA,"Water supply; Sewerage, waste management and remediation activities",Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2005
